PredictedProbability|PredictedLabel
0.476711|0
0.448002|0
0.448521|0
0.451547|0
0.45435|0
0.475777|0
0.481969|0
0.519168|1
0.499651|0
0.48176|0
0.472435|0
0.46188|0
0.312826|0
0.470634|0
0.464325|0
0.481216|0
0.437472|0
0.47019|0
0.439353|0
0.624122|1
0.584617|1
0.567968|1
0.513381|1
0.60272|1
0.564616|1
0.580049|1
0.505946|1
0.46882|0
0.434469|0
0.455604|0
0.506214|1
0.500658|1
0.492869|0
0.462829|0
0.458886|0
0.512271|1
0.405832|0
0.469549|0
0.4567|0
0.464564|0
0.457794|0
0.489786|0
0.51817|1
0.480433|0
0.49346|0
0.455876|0
0.51086|1
0.531444|1
0.558233|1
0.549353|1
0.612313|1
0.576851|1
0.604112|1
0.622178|1
0.689088|1
0.686781|1
0.722178|1
0.786814|1
0.798906|1
0.841706|1
0.852269|1
0.883434|1
0.873594|1
0.867546|1
0.860692|1
0.885547|1
0.883101|1
0.874075|1
0.878269|1
0.856616|1
0.870289|1
0.86892|1
0.841472|1
0.856802|1
0.83731|1
0.88196|1
0.848097|1
0.836231|1
0.832605|1
0.832807|1
0.845227|1
0.833786|1
0.851238|1
0.845383|1
0.854946|1
0.875435|1
0.854877|1
0.857239|1
0.862001|1
0.86663|1
0.871433|1
0.856342|1
0.866777|1
0.861838|1
0.859486|1
0.830759|1
0.833371|1
0.840425|1
0.846231|1
0.840072|1
0.828481|1
0.831658|1
0.838097|1
0.820634|1
0.818252|1
0.828566|1
0.835124|1
0.82898|1
0.813327|1
0.8232|1
0.82892|1
0.831262|1
0.815657|1
0.839842|1
0.859751|1
0.853302|1
0.851002|1
0.849373|1
0.833282|1
0.859868|1
0.856039|1
0.861905|1
0.861996|1
0.851894|1
0.84987|1
0.832188|1
0.82786|1
0.838348|1
0.832877|1
0.83992|1
0.848393|1
0.825162|1
0.83221|1
0.83545|1
0.833731|1
0.844224|1
0.832482|1
0.830048|1
0.818199|1
0.828071|1
0.853827|1
0.849744|1
0.846777|1
0.865673|1
0.872266|1
0.870801|1
0.862864|1
0.855629|1
0.840225|1
0.861218|1
0.848151|1
0.839698|1
0.821796|1
0.826898|1
0.814858|1
0.848743|1
0.837004|1
0.838405|1
0.838145|1
0.852001|1
0.820824|1
0.847746|1
0.84124|1
0.840239|1
0.830129|1
0.818796|1
0.816054|1
0.816822|1
0.81669|1
0.832213|1
0.806794|1
0.818477|1
0.842904|1
0.852522|1
0.814127|1
0.819094|1
0.819418|1
0.824008|1
0.813399|1
0.821317|1
0.818303|1
0.837044|1
0.817714|1
0.826367|1
0.823131|1
0.820729|1
0.816778|1
0.84937|1
0.842941|1
0.857275|1
0.84605|1
0.83546|1
0.84362|1
0.836984|1
0.849154|1
0.829239|1
0.819447|1
0.827851|1
0.847528|1
0.828995|1
0.825513|1
0.83053|1
0.830216|1
0.851537|1
0.838837|1
0.83827|1
0.884874|1
0.851791|1
0.836687|1
0.853989|1
0.845549|1
0.851348|1
0.856627|1
