PredictedProbability|PredictedLabel
0.49024|0
0.644529|1
0.430534|0
0.401962|0
0.531328|1
0.478635|0
0.48478|0
0.410668|0
0.417072|0
0.411648|0
0.4101|0
0.37404|0
0.414969|0
0.515664|1
0.44518|0
0.413994|0
0.412729|0
0.395923|0
0.392094|0
0.356364|0
0.371069|0
0.338935|0
0.342349|0
0.341481|0
0.336453|0
0.360048|0
0.326061|0
0.357608|0
0.354671|0
0.334734|0
0.339635|0
0.351008|0
0.36176|0
0.32286|0
0.322009|0
0.32114|0
0.318659|0
0.35408|0
0.502704|1
0.414143|0
0.413444|0
0.393958|0
0.40757|0
0.418816|0
0.410283|0
0.41463|0
0.42531|0
0.43793|0
0.454687|0
0.491625|0
0.481917|0
