PredictedProbability|PredictedLabel
0.452256|0
0.31938|0
0.314142|0
0.300331|0
0.302645|0
0.293195|0
0.294327|0
0.273117|0
0.273684|0
0.271588|0
0.238145|0
0.12846|0
0.186555|0
0.185063|0
0.202367|0
0.175113|0
0.176069|0
0.179834|0
0.189993|0
0.166001|0
0.203257|0
0.187354|0
0.158573|0
0.157326|0
0.157097|0
0.168641|0
0.174053|0
0.191351|0
0.208191|0
0.213812|0
0.219437|0
0.210285|0
0.193457|0
0.174247|0
0.199415|0
0.194366|0
0.124267|0
0.165317|0
0.171339|0
0.176413|0
0.176935|0
0.189784|0
0.233953|0
0.218251|0
0.205922|0
0.239274|0
0.218152|0
0.263803|0
0.250896|0
