PredictedProbability|PredictedLabel
0.203607|0
0.159711|0
0.163678|0
0.165064|0
0.146008|0
0.201212|0
0.20243|0
0.159131|0
0.159296|0
0.165313|0
0.159763|0
0.14795|0
0.15417|0
0.151724|0
0.132264|0
0.118614|0
0.118039|0
0.12066|0
0.12231|0
0.120553|0
0.113878|0
0.11942|0
0.120104|0
0.119677|0
0.107491|0
0.112599|0
0.113212|0
0.120633|0
0.12038|0
0.113169|0
0.10867|0
0.109137|0
0.099712|0
0.0932495|0
0.0992169|0
0.0964117|0
0.0472613|0
0.0868115|0
0.0868448|0
0.0901582|0
0.0836966|0
0.0825354|0
0.0885878|0
0.133475|0
0.1127|0
0.107027|0
0.109308|0
0.117929|0
0.143102|0
0.161373|0
0.154892|0
0.192936|0
0.204745|0
0.232752|0
0.269412|0
0.297709|0
0.367731|0
0.444432|0
0.508858|1
0.510093|1
0.577849|1
0.613328|1
0.60744|1
0.60441|1
0.604863|1
0.59426|1
0.607406|1
0.588452|1
0.620838|1
0.608227|1
0.612167|1
0.603721|1
0.598933|1
0.614622|1
0.648248|1
0.638758|1
0.645428|1
0.653761|1
0.61765|1
0.629811|1
0.618297|1
0.610231|1
0.601899|1
0.599444|1
0.595521|1
0.604943|1
0.598764|1
0.604891|1
0.605488|1
0.6096|1
0.603284|1
0.607012|1
0.637864|1
0.642969|1
0.631698|1
0.617299|1
0.625109|1
0.604386|1
0.642061|1
0.637026|1
0.616323|1
0.644303|1
0.609228|1
0.607238|1
0.600579|1
0.601117|1
0.620527|1
0.610226|1
0.660167|1
0.655223|1
0.618407|1
0.626438|1
0.609021|1
0.619828|1
0.610914|1
0.620153|1
0.629024|1
0.648728|1
0.630289|1
0.616809|1
0.633681|1
0.669189|1
0.698026|1
0.636733|1
0.672205|1
0.732796|1
0.719951|1
0.704543|1
0.703638|1
0.725694|1
0.726797|1
0.721466|1
0.714142|1
0.717603|1
0.717939|1
0.710826|1
0.679741|1
0.678436|1
0.742162|1
0.692301|1
0.69768|1
0.680033|1
