PredictedProbability|PredictedLabel
0.293517|0
0.320912|0
0.225732|0
0.25268|0
0.285844|0
0.233225|0
0.222262|0
0.208908|0
0.192958|0
0.187531|0
0.186568|0
0.159505|0
0.212247|0
0.209241|0
0.182823|0
0.171358|0
0.164886|0
0.154324|0
0.172331|0
0.162529|0
0.165322|0
0.166365|0
0.207655|0
0.164032|0
0.156249|0
0.157257|0
0.154437|0
0.152497|0
0.158318|0
0.162685|0
0.149488|0
0.142392|0
0.146278|0
0.145777|0
0.144963|0
0.145727|0
0.127009|0
0.160648|0
0.159867|0
0.160219|0
0.169082|0
0.16626|0
0.166727|0
0.202588|0
0.191513|0
0.215083|0
0.238599|0
0.243975|0
0.260986|0
0.241771|0
0.25607|0
0.230246|0
0.262108|0
0.289942|0
0.37183|0
0.391877|0
0.417225|0
0.486984|0
0.547209|1
0.615421|1
0.672871|1
0.657079|1
0.657288|1
0.634722|1
0.628299|1
0.64534|1
0.64618|1
0.619597|1
0.644161|1
0.632072|1
0.638437|1
0.611115|1
0.626207|1
0.642953|1
0.635653|1
0.629682|1
